subid,blockid,difference.in.rt.aa,mean.difference.in.rt,mean.absolute.difference.in.rt,rt_ratio,mean.difference.in.moral.score,mean.absolute.difference.in.moral.score,bias_ratio
11,8,-0.20595300000002226,-0.01074657500006991,0.11285552500001471,0.08333333333333333,-0.009396095602992205,0.0666621054552089,0.75
3,8,0.8382663000000434,-0.6031060249999742,0.6031060249999742,0.0,-0.009396095602992205,0.0666621054552089,0.75
6,8,0.15030949999891163,0.25120157499986817,0.2623081749998164,0.75,-0.009396095602992205,0.0666621054552089,0.75
22,8,0.4641585999997914,0.1355844250003883,0.18617077499970947,0.25,-0.009396095602992205,0.0666621054552089,0.75
25,8,0.0788236000003053,0.26997637500016936,0.2725582250000116,0.75,-0.009396095602992205,0.0666621054552089,0.75
18,8,-0.007162099999959537,-0.07353512500014857,0.07353512500014857,0.0,-0.009396095602992205,0.0666621054552089,0.75
24,8,-0.09650199999987308,0.008581700000377182,0.06777219999980842,0.08333333333333333,-0.009396095602992205,0.0666621054552089,0.75
10,8,-0.43445939998491667,-0.4348162249880261,0.4348162249880261,0.0,-0.009396095602992205,0.0666621054552089,0.75
17,8,0.02154910000012933,0.23175362500023766,0.23175362500023766,1,-0.009396095602992205,0.0666621054552089,0.75
14,8,-0.2756919000000835,0.11733262499990368,0.4783860250000771,0.08333333333333333,-0.009396095602992205,0.0666621054552089,0.75
23,8,-0.3503921999999875,0.06917282499998123,0.6658748750000143,0.08333333333333333,-0.009396095602992205,0.0666621054552089,0.75
9,8,0.09666539999989249,0.0829239000001394,0.08604130000009037,0.75,-0.009396095602992205,0.0666621054552089,0.75
8,8,0.13784269999996468,0.41058177499996873,0.41058177499996873,1,-0.009396095602992205,0.0666621054552089,0.75
26,8,0.6048799000000145,0.21827397499964718,0.25496027499957563,0.75,-0.009396095602992205,0.0666621054552089,0.75
20,8,-0.24308830000018133,0.10213832500016906,0.19433107500003644,0.25,-0.009396095602992205,0.0666621054552089,0.75
19,8,0.1216088000001036,-0.026361299999962326,0.06043290000002345,0.25,-0.009396095602992205,0.0666621054552089,0.75
5,8,-0.09776370000008683,0.31428199999970724,0.40397095000014355,0.08333333333333333,-0.009396095602992205,0.0666621054552089,0.75
2,8,-0.0006941999999980908,-0.005925699999352212,0.04500774999996795,0.25,-0.009396095602992205,0.0666621054552089,0.75
27,8,0.0,-4.00227397499998,4.00227397499998,0.0,-0.009396095602992205,0.0666621054552089,0.75
7,8,0.033996400001342464,0.07734682500040442,0.17744662499944752,0.25,-0.009396095602992205,0.0666621054552089,0.75
12,8,-0.10182489999999694,0.05581442500002254,0.08290862499998752,0.25,-0.009396095602992205,0.0666621054552089,0.75
13,8,0.24966049999966344,0.26998024999988957,0.26998024999988957,1,-0.009396095602992205,0.0666621054552089,0.75
28,8,0.016345199999705073,0.03899972499948488,0.04367947499986259,0.75,-0.009396095602992205,0.0666621054552089,0.75
21,8,-0.23780419999911834,-0.2149230999991687,0.2149230999991687,0.0,-0.009396095602992205,0.0666621054552089,0.75
15,8,-0.019145799999932933,-0.10459390000028179,0.14261050000027356,0.08333333333333333,-0.009396095602992205,0.0666621054552089,0.75
4,12,3.4067416999999978,0.5173355000000299,0.5316801500000281,0.75,0.3189655172413793,0.37068965517241376,0.25
29,12,-0.40249839999978576,-0.20782637499962675,0.45552217499982817,0.08333333333333333,0.3189655172413793,0.37068965517241376,0.25
1,12,0.005143099999258993,0.08510007500012762,0.08510007500012762,1,0.3189655172413793,0.37068965517241376,0.25
